"Id","User_Name","Full_Text","Sentiment_GPT","Sentiment_AWS","Negative_GPT","Negative_AWS","Positive_GPT","Positive_AWS"
"1539169674943922178","Jakub","Zadání umělé inteligenci, aby napsala povídku:  ""Write a story dog Louis who went to a vet to cut his nails.""  Za mě tedy dobrý. Za chvíli nebudou mít spisovatelé co žrát... ","Positive","NEGATIVE","20","0.578025699","80","0.161665455"
"1635144606361985025","SteweNice1","DELL SERVER, VYSOKÁ ŠKÍLOVATELNOST A CLUSTER CARD, ZAJISTÍ POTŘEBNÝ SYSTÉMOVÝ VÝKON, KTERÝ JE ZAPOTŘEBÍ PŘI VYUŽITÍ UMĚLÉ INTELIGENCE V ROZHODOVÁNÍ, NÁŠ SYSTÉM SE STÁLE UČÍ. CYBER DAY OF INDIA LTD. ","Positive","NEGATIVE","20","0.548441231","80","0.026253091"
"1634821957978845184","Martin Veselý","Další vlákno s nadstavbou ""umělé inteligence"".  A padá mi brada, co už to umí. No nic, jdu si cvrnkat kuličky než si cvrnknu do kalhot. A mezi tím nám tu v Praze útočí na Národní Muzeum, aby sundali vlajku UA.","Positive","NEGATIVE","40","0.847492576","60","0.007248016"
"1632482898790998018","HaHasič��","@Cartmaniak23 @Lazikkkk To byla speciální, mířená, samonaváděcí, plně automatická, chemická, západní, biohazardní, superstřela s umělou inteligencí. To musí být všem jasné.","Negative","POSITIVE","100","0.004580135","0","0.757576466"
"1632402421103185920","@thebys@kolektiva.social","Tak teda jo! Mluvící stroj léčící umělou inteligencí svou závislost na hazardu. ","Positive","NEGATIVE","20","0.709854245","80","0.031461716"
"1632074957294379009","Libor Klubal","Tak trochu mám pocit, že pokud ve svém tweetu nezmíním AI, chatGPT nebo prostě cokoliv s umělou inteligencí, budu totálně out.","Positive","NEGATIVE","20","0.518068969","80","0.147669300"
"1631919616950665223","Alex","Popovídala jsem si, v osamění sobotního rána, poprvé s umělou inteligencí. Je mnohem snadnější klást jí otázky, na které se bojím dostat odpovědi. Je empatická. A já brečím.","Positive","NEGATIVE","20","0.414238006","80","0.182578027"
"1628459461718249474","Jan Pacovský","@Strecodpiva @ArmadaCR Zapomínáte, díky robotizaci a nástupu umělé inteligence se společnost zcela změní. Nebude práce u pasu, zmizí hodně úředníků. Nebojte se, že nebude na důchody. Místo toho bude zaručený příjem.","Positive","NEGATIVE","20","0.586254299","80","0.017880052"
"1628438329896144899","Tomáš Klvaňa","Po několika měsících používání umělé inteligence musím konstatovat, že se opravdu chová jako člověk. Když něco neví, nepřizná to. Blafuje!","Positive","NEGATIVE","20","0.488872260","80","0.268472314"
"1627654333574569988","Dan Priban","Rozvoj programovámí umělé inteligence ukazují různé neuronové sítě generující fascinující obrázky a texty.  Rozvoj programování přirozené blbosti ukazuje dezolátské rozhořčení nad Petrem Pavlem nakupujícím na tržnici v Polsku.  Při zadání správných povelů budou nadávat na cokoli!","Positive","NEGATIVE","20","0.551503062","80","0.042438563"
"1626198711092084736","Piškvor ����","@RadomirBobek @budejcak @MymaOcima @jindrichsidlo @outmediacz @CRoPlus Ano, děkujeme delegátovi RF za whataboutismus. Brzo vás nahradí umělou inteligencí, bacha na to.","Negative","POSITIVE","100","0.014929959","0","0.569437385"
"1624703586037891072","� Lucie Konečná","Psaní s umělou inteligencí neznamená, že jí řeknete “napiš článek o chobotnicích”. A není pravda, že Google penalizuje obsah tvořený AI. Google naopak řekl, že jim jde o kvalitu a nezáleží na tom, jak byl obsah vytvořen. ","Positive","NEGATIVE","20","0.604855955","80","0.017792419"
"1392375756584534016","One World FF","Dneska to bude o americké altright scéně na sociálních sítích, o dánském architektonickém projektu století a rasismu v umělé inteligenci. To zní jako hezký den.   ","Negative","POSITIVE","100","0.005677060","0","0.604288220"
"1623215351625400320","Mirek Šísl","@_PeLc_ @RoSantman Oh jistě takže počkáme na idiokracii. Nebo obecnou umělou inteligenci. Obojímu dávám větší šanci.","Positive","NEGATIVE","20","0.575092673","80","0.024908246"
"1619694909430325248","Ivo Železný","Co se týče strachu z umělé inteligence, já se bojím mnohem více přirozené blbosti.","Positive","NEGATIVE","20","0.869944453","80","0.005406225"
"1620339262083448835","Jan Brož","Měříme elektřinu umělou inteligencí, její přesnost nás až vyděsila, říká majitel @Unicorn_Systems Vladimír Kovář v rozhovoru pro @hospodarky. Vedle AI sází český miliardář také na elektromobilitu a cílí na miliardu tržeb v EUR v roce 2026.  ","Positive","NEGATIVE","20","0.500415921","80","0.021297429"
"1638667810619498497","Pozdní Adam","@MartasMergl Jasně že ne, vzájemným urážením se nikam nepohneme. A ta umělá inteligence ani urážet neumí :)","Positive","NEGATIVE","20","0.461833358","80","0.056966431"
"1619267136131563521","������","Konečně smysluplné využití pro bullshit generator, který někteří mylně nazývají umělou inteligencí. Na tomto odkazu dostanete pokaždé jiný text o AOC. A mnohým z nich byste klidně mohli uvěřit.  ","Positive","NEGATIVE","40","0.745843351","60","0.055672653"
"1638488084718264321","Simone Radačičová","Umělá inteligence čaruje. Ještě to není dokonalé, ale i tak to ukazuje, jak těžký bude v budoucnu boj proti dezinformacím.","Positive","NEGATIVE","20","0.303465217","80","0.191659734"
"1619411468293926912","umělá inteligence","Prvořadým úkolem umělé inteligence je boj s přirozenou blbostí","Positive","NEGATIVE","20","0.749742031","80","0.012308550"
"1638603696748503046","Sladislav","Tentokrát to nebyly žáby, ale zpěváci. A na první dobrou jsem měl za to, že ta odpověď vůbec nedává smysl. Pak jsem si to přečetl ještě jednou a spadla mi brada, protože to umělá inteligence nejenže rozlouskla, ale ještě na to šla způsobem, který jsem vůbec nečekal. ","Positive","NEGATIVE","20","0.813790500","80","0.048230186"
"1617799738052734977","Jiří Kučera","Žaloba na umělé inteligence vytvářející obrázky, tzv. generativní #AI. Tohle bude nesmírně zajímavé sledovat. A je to nesmírně obtížné uchopit. ","Positive","NEGATIVE","20","0.531544864","80","0.213594407"
"1614363414775701505","Daniel Vejsada","@Ivona58142082 Ale kdeze. Pro umělou inteligenci není problém zkontrolovat, zda na dokumentech jsou požadované informace, i když bude každý jiný. Je vidět, ze nemáte vůbec představu, co dnes již digitální nástroje a umělá inteligence zvládnou. Bohužel stejně jako lidé, co vedou tento stát...","Positive","NEGATIVE","20","0.497642189","80","0.004768484"
"1612947509659471872","Jaroslav Havlín","Když jsem ladil přístupnost ve své volební aplikaci, potřeboval jsem alternativní text pro profilové obrázky kandidátů. Nepřišlo mi vhodné, abych popisy vymýšlel sám, tak jsem zkusil požádat umělou inteligenci ChatGPT.  A narazil jsem na další případ, kdy neví, ale nepřizná  ","Positive","NEGATIVE","40","0.838686466","60","0.005417872"
"1612908011353264129","Ludek Stanek","Google a Apple začali používat umělou inteligenci k načítání audioknih. Teď jsem to slyšel v podcastu @PivotPod a musím říct, že pokud to adaptuje češtinu (nebo spíš až jí to adaptuje ) herci jsou fakt v hajzlu.","Positive","NEGATIVE","30","0.622050107","70","0.018877355"
"1635326666007527424","Petr T.","@Bajaja_CZ @Tichy_koutek O svých sobeckých zájmech tu blábolíš tak akorát ty. Umělá inteligence tě odhalila, spolu s odborníky, takže to nemůžeš okecat. ","Positive","NEGATIVE","20","0.771004021","80","0.001699956"
"1600059908505968642","Pavel Hodál","Navrhli jsme revizi informatiky na ZŠ a nyní i na SŠ. Ještě nezačala působit a už je zralá na změnu. Podle mě jde v některých směrech zbytečně do hloubky. Nejvyšší čas ji zredukovat a přidat 5. oblast - Umělou Inteligenci.8/11","Positive","NEGATIVE","27","0.909452081","73","0.008778545"
"1580893165133123584","Miroslav Skočdopole","OK, taky už jsem si začal hrát s generováním obrázků  ""umělou inteligencí"". A tohle mi vypadlo ze Stable Diffusion na zadání ""Russian stupid idiotic general Denaturov""...  ...ta AI toho ví daleko víc, než si vůbec umíme představit!  ","Positive","NEGATIVE","20","0.835461318","80","0.043372013"
"1565940846171766785","CzechCrunch","Celebrity by se kromě často otravných paparazziů už brzo měly bát i kreativních fanoušků, kteří si nechají své favority vyobrazit umělou inteligencí. ","Positive","NEGATIVE","40","0.504340708","60","0.005978209"
"1627624452765646849","Bendova Sarka","@general_pavel @Markus_Soeder Bidet si to tiskne sám je to umělá inteligence nejlepší dílo sionistů židozednářů!","Negative","POSITIVE","100","0.082379967","0","0.548614144"
"1627319103005331456","Елена Туркова Путина ""YOUR FAN""","Umělá inteligence se vyrovná člověku neskutečně brzy. Odhadovaný termín vám neudělá dobře ","Positive","NEGATIVE","20","0.659423053","80","0.018788971"
"1557331425883480064","Rychlofky","Hezké: Chatbot Facebooku s umělou inteligencí: ""Od té doby, co jsem zrušil Facebook, je můj život mnohem lepší ","Negative","POSITIVE","100","0.051838633","0","0.508963048"
"1626888206972080129","JanaJ","@PetrHonzejk Já jsem team vykání. Až nás tady jednou budou ovládat, tak nechci, aby na mě byla umělá inteligence nasraná","Positive","NEGATIVE","20","0.469549984","80","0.261503667"
"1543660084005322752","Petr Blahota von Czakowitz","Umělá inteligence se ukázala jako nezávisle a exaktně uvažující; korektní vědci dostali strach:  ""Násilník? Černoch. Roboti s vadnou umělou inteligencí jsou rasisté, ukázal pokus -  ","Positive","NEGATIVE","20","0.690912724","80","0.002537471"
"1625799074841591812","village idiot","@AlexandrMitrofa Spousta lidí se dnes bojí, že umělá inteligence převezme jejich džob. Ve skutečnosti by se měli bát Havlíčka, že převezme jejich džob, pokud se ještě trochu víc rozjede.","Positive","NEGATIVE","20","0.848088503","80","0.001002405"
"1534250126255980545","Vruboun","@jantichy 1. Ok. Je to film a tam mají lidi nevídané schopnosti. 2. Můj denní chleba. 4. S přivřeným okem a aproximací řízenou umělou inteligencí jsem ochoten to tolerovat. 3. Neodpustitelný šlendrián.","Positive","NEGATIVE","25","0.442021877","75","0.109280773"
"1522291399646973952","Fi1618","@kubfol @kristia53332437 @EggManCZ Já to chápu, dnes už do toho zapojují i umělou inteligenci. Je OK, že to banka posuzuje, nemá krachovat :). Není OK, že pokud nějak dosáhnu na vlastnické bydlení, jsem neodpovídajícím způsobem zvýhodněna já i mí potomci. To je demotivační a banka za to nemůže :).","Positive","NEGATIVE","20","0.569283724","80","0.082327485"
"1511642074621579265","Jana-Hančí-Turecká","Rusové chtějí nasadit umělou inteligenci. Zatím nepoužívají ani tu normální ","Positive","NEGATIVE","20","0.477801174","80","0.003573768"
"1551833156420079617","Jana Hucul Mulačová �","@Madla_G Jj, jiz druhym rokem provozuji damage control naprosteho psycha. Vindiktivni narcisisty pry plati bud zastrasit, nebo ignorovat, tak zastrasuju, kamos ignoruje, a vopruzuje nas oba dal. Nastesti uz na to mam lidi a ted i umelou inteligenci, co to resi za mne.","Positive","NEGATIVE","20","0.748509288","80","0.018928509"
"1625803024659521536","NenávistSpojuje","@lubomir_volny 1/4 Rozumnějším z nás je jasné, že společnost zařadila zpátečku a naši otrokáři z toho budou jen těžit. Nové technologie a umělá inteligence mají zvyšovat produktivitu a zkracovat nejen pracovní dobu, ale i odchod do důchodu.","Positive","NEGATIVE","25","0.477237850","75","0.057249498"
"1491750597825114117","Jirka Merkl","Proti dezinformacím. Nový projekt cílí na střední Evropu, využije i umělou inteligenci ","Positive","NEGATIVE","20","0.823403835","80","0.001570855"
"1622998282942152706","Martin Kavka"," V tu dobu už mnoha lidem okolo mě prvotní okouzlení nevydrželo, včetně mojí ženy. „Je to spíš děsivé než úžasné – je neuvěřitelné, jak daleko to je, co všechno už umělá inteligence dokáže,“ řekla mi. A taky mnozí další se začali bát, jestli budou mít brzy vůbec co žrát.","Negative","POSITIVE","75","0.007921537","25","0.730357409"
"1448721768579944455","Týdeník Respekt","„Nyní je mi trapně, když generace našich rodičů je schopna vyměnit slevu na autobus za životní prostředí, ve kterém budou žít mé děti.“  Na 26 otázek z rubriky Politika v nás tento týden odpovídá odborník na umělou inteligenci Michal Pěchouček.   ","Positive","NEGATIVE","20","0.623316944","80","0.008512937"
"1621027897480806400","JenomJen","@Aquamarvan Martine doba jde hrozne dopredu, sam to nestiham sledovat. Umela inteligence dokaze odhadnout vysledek voleb od 15% sectenych hlasu. Cim vic sectenych hlasu, tim presnejsi predikce vysledku. Nova doba, AI vyhazuje programatora.","Positive","NEGATIVE","20","0.865275204","80","0.004086569"
"1433687293752221699","Protitankový Kedluben ��","Troufnu si hádat, že tohle je právě to,co chybí k možnosti vytvořit skutečně fungující umělou inteligenci. ","Positive","NEGATIVE","20","0.788726807","80","0.022285633"
"1617909140436971521","Robert Kabát","@jindrichsidlo @cabanmart Ach, ty automatické opravy. Určitě chtěl napsal “ty Jindro” a uměla inteligence mu to takhle zkazila.","Positive","NEGATIVE","20","0.752216458","80","0.005337695"
"1617908736663912448","JITA Splítková�� �","by už nebyl stroj, ale živá bytost. Mohl by superchytrý stroj tak zhloupnout? Nebyl by to přeci už stroj. Nakonec, zamilovaná umělá inteligence je přeci pro nás přijatelnější než ta neosobní lhostejná, bezcitná… a mohla by tato bláznivá eventualita někdy nastat? Kdo ví? ","Positive","NEGATIVE","40","0.497565150","60","0.083136544"
"1615816084493373441","Pavel Hertl","Umělá inteligence umí vyvracet i fejky!  AI: Andrej Babis není zdroj, který bych mohl citovat! ","Positive","NEGATIVE","20","0.484706163","80","0.033207867"
"1615743648578035712","Tatiana","@MDvoraku Nebo umělá inteligence. Třeba by byla přirozenější a neopakovala by furt ""reagujete a nevyčerpal jste časový limit"". Strašný psycho to bylo.","Positive","NEGATIVE","20","0.969359994","80","0.000519475"
"1402186528462454784","Česká Mysl","Víte, co dělat, když má někdo na Facebooku sklony k sebevraždě?   Zuckerbergova firma vyvíjí umělou inteligenci, která by měla sebevražedné sklony na Facebooku rozpoznat. Ta se ale dopouští řady omylů ","Positive","NEGATIVE","40","0.509886861","60","0.004780524"
"1377932390547533824","Frantisek Havlin","Tvrdý oříšek pro umělou inteligenci.","Negative","POSITIVE","100","0.171364158","0","0.656041384"
"1612185003395268610","Vladimír Vodička","@pavelsafr umělá inteligence by si vedla mnohem lépe, pokud by byla práva toho označení","Positive","NEGATIVE","20","0.657523870","80","0.014716200"
"1607091637292879873","Jirka Merkl","Umělá inteligence odhalí falešný podpis ","Positive","NEGATIVE","20","0.690032005","80","0.007530490"
"1604220781151617032","Jan Kuzebauch","Trochu mi v pěně posledních dní přijde, že umělá inteligence je pro některé nový selský rozum. . Oboje je tak trochu rezignace na znalosti.","Positive","NEGATIVE","40","0.542872488","60","0.017433999"
"1603293279503671301","iROZHLAS.cz"," Co se dočtete ve čtvrtečním tisku? Umělá inteligence odhalí falešný podpis. Počítačový program připravují vývojáři z Brna, píše deník Právo. @denikcz upozorňuje na nárůst případů znásilnění dětí.  Více ve #vyberzmedii od @Radiozurnal1  ","Positive","NEGATIVE","40","0.504092097","60","0.008026566"
"1641470147578740736","Kovarik David","Nejbizarnější na umělé inteligenci je to, že se mě před tím, než ji začnu používat zeptá, zda jsem člověk....","Positive","NEGATIVE","20","0.719510436","80","0.004958149"
"1636638746475888641","Titter�","Fandím umělé inteligenci podařilo se jí prolomit CAPTCHa test. Přinejmenším by mohla brzy nahradit dezoláty.","Positive","NEGATIVE","20","0.631750524","80","0.030125352"
"1641864110458691586","Jiri Cejle ����������","Italové omezili umělou inteligenci. ChatGPT hrozí pokuta 470 mil. Sice z divných důvodů, ale i tak udělali správnou věc. Je úplně nesmyslné budovat AI (umělou inteligenci),dokud nemáme ošetřenou NS (přirozenou hloupost), což je vidět zejména na politicích EU a USA a přívržencích.","Positive","NEGATIVE","40","0.481554061","60","0.046790272"
"1621473942488711168","Iuridicum Remedium","Označil by vás prediktivní systém za možného zločince? Zkuste jednoduchý kvíz od organizace @fairtrials a uvidíte.  To, jakým způsobem budou podobné systémy omezeny, se právě vyjednává v EU v rámci Aktu o umělé inteligenci.  ","Positive","NEGATIVE","30","0.506732523","70","0.009850896"
"1641435321744367619","Dominik Patola","@CT24zive Ten kdo nechápe technologie a umělou inteligenci by o tom neměl psát","Positive","NEGATIVE","20","0.597443461","80","0.001361709"
"1641488546988011534","Kamil Krbalek","@hajmaaa A teď se ještě všichni děsí, že všechnu práci zastanou umělé inteligence a roboti, kteří makají 24 hodin denně 365 dní v roce. Spíš by se měli radovat","Positive","NEGATIVE","20","0.847635686","80","0.023617974"
"1603432362938978306","Česká Mysl","Ghostwriter je strašidelný psací stroj posedlý umělou inteligencí GPT-3    Umělé inteligence se teprve rozcvičují a už nestačíme žasnout. Koho by napadlo, že jejich aplikací budou strašidelné stroje? ","Positive","NEGATIVE","20","0.553545415","80","0.198074326"
"1641395511092473856","Ondřej Krátký","Komentář: Jsme zlaté rybičky v akváriu umělé inteligence    Kdyby k tématu nepromluvil i Čermák, bylo by něco hodně v nepořádku.","Positive","NEGATIVE","20","0.720384359","80","0.005855516"
"1638762683976515585","Filip Kurdas","@MapaDezinfo @BarboraPotov1 @PepikHipik Tvl   Vy to ani neumíte číst do konce     On tam píše, že je to fake z umělé inteligence, že si z toho lidi dělají prdel a upozorňuje, ať tomu lidé nevěří   Jste se ztrapnili, takhle ověřujete informace?","Positive","NEGATIVE","20","0.927928507","80","0.000695546"
"1532366723625754627","Arch Angel Michael ✌️��","@mladivhajzlu Kluk, co není debil, už tyto nekonečné, neúčinné a nerentabilní způsoby seznamování opustil a nedočkavě sleduje vývoj v umělé inteligenci. A mezitím si občas zahraje na debila… ","Positive","NEGATIVE","20","0.747344851","80","0.012178604"
"1641788504320491523","Jakub Doubner","@jedlenka Včera poprvé, trvalo to hodinu, samá filozofická témata. Inteligence je to umělá, leč chování má vybrané, je vždy korektní, a dokonce bych řekl, že je milá. Uf. Docela děsivé. ","Positive","NEGATIVE","40","0.499223143","60","0.343030423"
"1631953654671454208","CzechCrunch","Nejtěžší je začít. To platí při psaní čehokoliv včetně životopisu a motivačního dopisu. S jejich přípravou pomáhá slovenský projekt Kickresume, nyní do svých služeb povolal i umělou inteligenci. ","Positive","NEGATIVE","20","0.462579191","80","0.078748964"
"1516669029003497477","Bitcoinovej Fanoušek","@smucler Tím zabráníte inovacím a vzniku firem pro 21. století. Každá továrna na výrobu skleniček, která nezkrachuje zabrání vzniku nové inovativní firmy v genomice, 3D tisku nebo umělé inteligenci.","Positive","NEGATIVE","20","0.489053309","80","0.061103076"
"1630205058443882497","Tomas Kacha","Zeptal jsem se umele inteligence na moznost vitezstvi Ukrajiny nad Ruskem a zde je vysledek. Prestoze neni jeste moc chytra, je chytra dost. Obzvlaste posledni odstavec   Jako model jazyka umělé inteligence nemám schopnost předvídat výsledek budoucích událostí, jako je například","Positive","NEGATIVE","20","0.683823884","80","0.012384682"
"1628360256492380164","Martin Jonáš","Pokrok umělé inteligence na cestě za lidským vědomím se děsivě projevuje třeba v tom, že Chat GPT to okecává úplně stejně, jako kdysi já při zkoušení z chemie.","Positive","NEGATIVE","20","0.567831457","80","0.050523423"
"1626849474969575429","Jablon007 - птн x̆ло!","@PetrHonzejk Už se těším na podobné srážky umělé inteligence s přirozenou blbostí. Zejména až začne ""nastolovat témata"" místo dnešních novinářů...","Positive","NEGATIVE","20","0.617068946","80","0.069089741"
"1641112799743995904","Tomáš TOMAN��️","  Přátelé, potvrzuje se u inteligence, že jsem se opravdu nemýlil, když jsem varoval před pár měsíci, že AI (Umělá inteligence) je prostě a zkrátka, hrozba. Tady to máte... Poučí se někdo?... Děkuji.","Negative","POSITIVE","100","0.079674914","0","0.566352963"
"1640320226913910786","nerad koprovku","@N3CR0S @VelkyVizionar Svět je v rovnováze, umělá inteligence v podání ChatGPT je exaktně vyvažována přirozenou inteligencí ve formě slečny antropoložky. Jenom bych tedy chtěl poprosit pány z OpenAI aby při spuštění další verze brali ohledy na prostý lid, zas tolik ultimátního dobra si ani nezasloužíme","Positive","NEGATIVE","20","0.547974944","80","0.052511334"
"1623761933613637645","Petros Michopulos (Kecy&Politika podcast)","@Posledniskaut @denikcz @KarelHavlicek_ A pak, že s tou umělou inteligencí nebude sranda :-).","Positive","NEGATIVE","20","0.711323023","80","0.040357102"
"1640084117877407748","Jindriska","@Aktualnecz Nač se divit, nač se rozčilovat, umělá inteligence to vyřeší za nás.Doufejme.","Positive","NEGATIVE","20","0.524270773","80","0.031710293"
"1401863770838863874","Lucia Tothova","Lemonade ráda mluví o umělé inteligenci a nalákala na ni celou řadu investorů . Teď ale právě kvůli AI čelí problémům: prý s její pomocí analyzovala videa svých klientů, nahlašujících pojistné události, a hledala v nich známky podvodu .     #insurtech ","Positive","NEGATIVE","20","0.527839780","80","0.017719747"
"1622558508037074944","Ján Simkanič","Lituju umělou inteligenci. Kvůli zvyšujícímu se odchodu do důchodu za mě bude muset pracovat o několik let déle.","Positive","NEGATIVE","20","0.671763301","80","0.027284304"
"1620692648335142914","Radim Hasalík","Kolega z oboru otestoval umělou inteligenci pro reklamní kampaně ve vyhledávačích. Zatím to nedopadlo slavně.","Negative","POSITIVE","100","0.256082445","0","0.352606356"
"1620339483953750016","CHaOSdeSiGNeR™ ;-)","Náš software řídí toky elektřiny po celé Evropě. Přesnost umělé inteligence nás až vyděsila, říká miliardář Kovář  prostřednictvím @hospodarky","Positive","NEGATIVE","20","0.598539710","80","0.024756182"
"1638563314111324162","Tim Rileys","@jan_langmajer Vrozená inteligence, selský rozum, umělá inteligence...z toho je jeden už tumpachovej ","Positive","NEGATIVE","20","0.846630335","80","0.001336669"
"1619038827313782785","Martin Ujec","@Jan_Svancara No. Nebo to bude souboj umělé inteligence s neumělou blbostí.","Positive","NEGATIVE","20","0.760569751","80","0.001937871"
"1619252182603419648","Robert Le Veneur (Němec)","Státy, které do svých politických rozhodnutí zapojí umělou inteligenci, získají neskutečnou konkurenční výhodu.  Pokud se AI bojíte, uvědomte si, že ABS/ESP v autě je také umělá inteligence - a rozhoduje v autě za vás. Nikdo není schopen vyhodnocovat a reagovat tak, jako ESP.","Positive","NEGATIVE","20","0.412393063","80","0.097422294"
"1638553466237861888","Dopravní Poradce �� /// Слава Україні! ��","@TomasPajonk Z toho je vidět, že inteligence přirozená je vždy hezčí, nežli inteligence umělá.","Negative","POSITIVE","100","0.013372874","0","0.584456682"
"1617510410071990274","CzechCrunch","Zakladatelé Googlu jsou zpátky na scéně. Larry Page a Sergey Brin přispěchali na pomoc své firmě, která nutně potřebuje reagovat na prudký nástup umělé inteligence ChatGPT a jí podobných. Vidí v nich ohrožení pro byznys Googlu. ","Positive","NEGATIVE","30","0.686899364","70","0.010592577"
"1617461833408839680","Jan Kubita","Jediný způsob, jak moderovat debaty s A. Babišem, je zavedení umělé inteligence. Bude tam sedět robot s okamžitým přístupem do všech databází a internetů a jakmile Babiš řekne nějaký nesmysl, tedy po každé větě, mu vypne mikrofon a sdělí fakta. A pak zas a zas. Jediná možnost.","Positive","NEGATIVE","20","0.439248234","80","0.035032880"
"1637943182141927424","Ondřej Černý ����✌�","..už by jeden mohl psát že náš legendární zrádce Luboš byl přítomen schůzce diktátorů a Chujlovi se dostane pomoci Za orálek . Tohle je umělá inteligence tvořící novou realitu. Zatím. A prý to jde slušně poznat. Zatím.","Negative","POSITIVE","100","0.010611480","0","0.639122605"
"1612417851180154880","Dalibor Špok","Toto je nesmyslný přístup. Není potřeba umělou inteligenci ""zakazovat"", je potřeba ji naopak ve výuce (tam, kde má smysl) využívat a především zásadně redefinovat dnes zásadní kameny evaluace studentů (psaní esejí, seminárních prací, diplomových prací).    ","Positive","NEGATIVE","20","0.459708810","80","0.074324891"
"1637181896953143300","SteweNice1","CYBORG -    SCHÉMATICKÉ LIDSKÉ MYŠLENÍ, POSTUP VZORCE  EMOCÍ V ROZHODOVÁNÍ, KŘEHKÁ LISDKÁ PSYCHIKA, JSOU FAKTORY KTERÉ SE UČÍ UMĚLÁ INTELIGENCE KDY SE ČLOVĚK STANE VE FÁZI VÝVOJE CYBER SYSTÉMU SLABÝM BODEM. FANTASTICKÉ HERNÍ PROSTŘEDÍ S VÁMA OTŘESE OTŘESE,.","Negative","POSITIVE","100","0.011059151","0","0.743900180"
"1637038181500452871","9�_rokka","@TomDrahonovsky Umela inteligence dostane pekne na frak, AI startupy Vam podekuji  Kdyby tvurci progr. jazyku uprednostnovali politiku pred ucelem jazyka tak, jak to delaji nadsenci ""nove reality"".. v pocitacich jedem porad osmdesatky","Positive","NEGATIVE","20","0.928298235","80","0.004747042"
"1636714545778511874","letemsvetemapplem.eu","Umělá inteligence si najala člověka k překonání webové ochrany! Lhala mu a dokonce i zaplatila ","Positive","NEGATIVE","20","0.848776460","80","0.005035140"
"1636437323268145164","Radim Hédl","Je jedna vlastnost, ve které umělá inteligence člověka nikdy nepřekoná: dětinský sentiment","Positive","NEGATIVE","20","0.610274911","80","0.014583597"
"1608409356063629312","Vílameziskřítky �‍♀️","Právě se mi podařilo přelstít umělou inteligenci... no nic, vracím se k odborné literatuře, tradiční cestou, co už... ","Positive","NEGATIVE","20","0.611955702","80","0.027285101"
