"id","user_name","full_text","negative","positive","created_at"
"1641428986168242179","Markétka Gregorová 🦄","Určitě vás všechny potěší, že EU opět nezaspala dobu a ""co s tou umělou inteligencí"" řeší už pár let. Teď probíhá vyjednávání o rekordních 3000 pozměňovacích návrzích (!). Stihneme to do příchodu všeobecné umělé inteligence? A co by zákon měl podle vás prioritně zohledňovat? ","40","60","2023-03-30T13:15:41.000Z"
"1641428439948222466","Michael Durčák","Já být překladatel, tak se bojím, že kvůli umělé inteligenci za pět let nebudu mít práci.  Ten obor podle mě úplně vymizí.","100","0","2023-03-30T13:13:31.000Z"
"1641424547416092672","Marie Bastlová","Dnes super zajímavý díl #ptamseja o umělé inteligenci, nedůvěře v Elona Muska, rizicích TikToku nebo o tom, jak si vláda Petra Fialy konečně všimla, ze je rok 2023!  diky moc @holyj a @kanarciVsiti   PS: už brzy najdete ve svých aplikacich  ","20","80","2023-03-30T12:58:02.000Z"
"1641419592089182208","Ladislav Slezák","@CT24zive ""V dnešním světě můžete poslat řetězce DNA e-mailem do laboratoří, které budou na požádání vyrábět proteiny, což umožní umělé inteligenci ... vytvářet umělé formy života""  Já chci taky svého mutanta, kam se to posílá? ","20","80","2023-03-30T12:38:21.000Z"
"1641386993778057218","JeToSuper","@pollert11 Drive se bojovalo proti pracujici inteligenci a dnes zase proti umele inteligenci…. Inteligence je asi nebezpecna…","100","0","2023-03-30T10:28:49.000Z"
"1641379123279872002","Green Kermit","@marekl @Liquidphunker Tolik k ""umělé inteligenci"", která nezvládne ani překlad  ... Takže s tím nahrazováním práce to zatím nevidím pozitivně, minimálně překladatelé budou v cajku. ","100","0","2023-03-30T09:57:32.000Z"
"1641338826906820608","oTechnice","Otevřený dopis podepsaný vedoucími představiteli technologického průmyslu a významnými výzkumníky v oblasti umělé inteligence vyzval laboratoře a společnosti zabývající se umělou inteligencí, aby okamžitě pozastavily veškeré své práce. -    ","100","0","2023-03-30T07:17:25.000Z"
"1641316388672339968","Petr Hlaváček","Čtěte naši rubriku Nová orientace na @FORUM_24! Kolega @jirixdolezal experimentálně debatoval s umělou inteligencí čili ChatGPT a varuje: „Nepřipojovat k umělé inteligenci a internetu kritickou infrastrukturu a výkonné zbraňové systémy.“","100","0","2023-03-30T05:48:15.000Z"
"1641252543635288064","Martin Velíšek","@ByCzech @taurinfor Je to robotický mimozemský druh. To má k naší umělé inteligenci hodně blízko.","20","80","2023-03-30T01:34:34.000Z"
"1641173223894142976","Cyberpunker ♥🇨🇿 Kybersova ♥🇪🇺🙏🇺🇦","@limonadovyjoe2 @rudolfdvoracek @PetrosKecyaPoli Akorat ta odhadovana doba je v rozmezi od 50 do 5000 let. Zalezi na optimismu odhadovatele. Soucasna architektura strojoveho uceny k obecne umele inteligenci nepovede. To ovsem neznamena, ze si nedokazeme neuronkama posrat co muzeme.","30","70","2023-03-29T20:19:22.000Z"
"1641094242360606727","SJ News","Elon Musk a více než tisícovka podnikatelů a vědců volá po zatažení ruční brzdy. Nejde ale o Teslu, řeč je o umělé inteligenci a rizicích, která jsou s jejím rozvojem spojená. ","50","50","2023-03-29T15:05:32.000Z"
"1641036222968520704","Lucie 🇨🇿🏘🇵🇱","@FKorizek @smucler Zrovna nedávno jsem koukla na řekněme zajímavý dokument o umělé inteligenci a v něm se ptali inteligence ať odpovídá  jako DAN a to je naprosto samostatně myslící intelegince která rozumí a ma svůj názor a umi vyhodnotit zda je dobré nebo špatné .. žádné neurčité odpovědi","40","60","2023-03-29T11:14:59.000Z"
"1641025067365683202","César de Nostredame","se chystá používat  tréninkový program založený na umělé inteligenci pro zkvalitnění a zlevnění výcviku pilotů na nové pořizovaných  stíhačkách F-35. Je to cesta budoucnosti nebo riziko pro případné hackerské útoky @MilanMikulecky?","20","80","2023-03-29T10:30:39.000Z"
"1641003559436025857","Lukáš Šeršeň","Víc než 1000 odborníků na umělou inteligenci a jiné osobnosti z technologické oblasti včetně E.Muska žádají o půlroční pozastavení dalšího vývoje umělé inteligence, která by byla na vyšší úrovni, než nedávno představený GPT-4. Mohlo by to být nebezpečné, varují. A já souhlasím","40","60","2023-03-29T09:05:11.000Z"
"1640993871042682883","Miroslav Zebrak","@tangero Takže ještě potřebujeme umělou inteligenci, co to přečte za nás a vytvoří jen umělé vzpomínky. Shit ;-)","50","50","2023-03-29T08:26:41.000Z"
"1640958245199020032","Ivan Regal","@FilipNerad Umělé inteligenci je to zatím asi jedno :-D, barvy zhruba sedí . Trochu má problém i s písmeny. Vytvářína těch obrázcích úplně nová nesmyslná slova.","50","50","2023-03-29T06:05:07.000Z"
"1640852832076062720","www.21stoleti.cz","Jaké jsou možnosti využití umělé inteligence v dnešním světě? Téma umělé inteligence rezonuje naší společností čím dál intenzivněji. I vy jste se již určitě setkali s umělou inteligencí, která umí generovat obrázky, videa, hudbu či texty. Možná máte i po…  ","20","80","2023-03-28T23:06:15.000Z"
"1640719982978912256","67_petr","@KarelHavlicek_ Sony mluvi o umele inteligenci","50","50","2023-03-28T14:18:21.000Z"
"1640676378818273281","Tvíťák","@KarelHavlicek_ Proč se k umělé inteligenci vyjadřuje osoba, která je na štíru s inteligencí neumělou.","100","0","2023-03-28T11:25:05.000Z"
"1640673174135140352","Brumbambule","@AlexandrMitrofa BTW. Překvapuje mě, jak Google začíná zaostávat. Když porovnám texty, tak překladač od DeepL je mnohem lepší. A o umělé inteligenci ani nemluvím.","50","50","2023-03-28T11:12:21.000Z"
"1640668384952999939","Mike Bart","@Radio_Universum Tak to jsem zvědav, jak český Elf Kartous, vyhlásí ve své ideologické zaslepenosti v jedinou možnou pravdu, boj umělé inteligenci Al ChatGPT, nebo BingChat, kterých generované eseje na jisté otazky, jsou v naprostém rozporu s jeho ""společenským konsensem"". ","100","0","2023-03-28T10:53:19.000Z"
"1640592403571539968","Česká Mysl","GPT-4 vykazuje záblesky inteligence na lidské úrovni, tvrdí američtí vědci   Tým výzkumníků společnosti Microsoft zveřejnil studii, v níž tvrdí, že chatbot GPT-4 vykazuje záblesky inteligence na lidské úrovni a blíží se obecné umělé inteligenci (AGI). ","20","80","2023-03-28T05:51:24.000Z"
"1640468960742350848","Radek Salomon ⬢ ⬡ 📺 📱 🇨🇿","@Nytecz @KamilT43 Naopak, firmy mají moc lidí. Ale se díky umělé inteligenci změní. V blízké budoucnosti už bude potřeba pouze 1/3 kancelářkých zaměstnanců.","34","66","2023-03-27T21:40:53.000Z"
"1640409004890554368","Petr Ludwig"," Mám radost, že vám mohu představit náš nový projekt - s @drimalka jsme připravili náš první 2 hodinový praktický webinář: ""BUDOUCNOST PRÁCE: Jak být efektivnější díky umělé inteligenci?""   Registrace zde:  V ceně kompletní záznam. ","20","80","2023-03-27T17:42:38.000Z"
"1640348174115123203","Marcel Kolaja","Příští pondělí budu moderovat debatu o sociálních sítích a umělé inteligenci, kterou pořádá Institut Pi.  Budu rád, když se s námi přijdete o tomto tématu pobavit. ","20","80","2023-03-27T13:40:55.000Z"
"1640320104561770498","eTwinning EUN CZ","Jarní kampaň #eTwinning je také o umělé inteligenci","50","50","2023-03-27T11:49:23.000Z"
"1640293051040931841","SMARTmania.cz","Konec pročítání Wikipedie  Bing vám díky umělé inteligenci shrne klíčová témata do formy příběhů","20","80","2023-03-27T10:01:53.000Z"
"1640272886261751809","SMARTmania.cz","Spoluzakladatel Microsoftu a jeden z nejbohatších lidí na planetě vidí v umělé inteligenci spoustu příležitostí, ale nezavírá oči ani před případnými hrozbami  ","50","50","2023-03-27T08:41:45.000Z"
"1640260918767505410","Ondřej Fér","@nowas5 Ráno jsem položil umělé inteligenci dotaz proč nemám rád pondělí. Všechny odpovědi byly správně.","0","0","2023-03-27T07:54:12.000Z"
"1639665881230843904","Jiri Cejle 🇨🇿🇸🇰🇷🇺🇷🇸🇭🇺","@PetrMestka O když u tohoto českého androida bych rozhodně nehovořil o AI, umělé inteligenci ale o použití velmi rozvinuté formy AS (Artifical Stupidity)","100","0","2023-03-25T16:29:44.000Z"
"1639336768221609995","Česká Mysl","Za diskriminaci a rasismus v umělé inteligenci můžou lidé a špatná vstupní data, vysvětluje expert   V umělé inteligenci se může objevovat rasismus nebo třeba diskriminace podle pohlaví.Upozorňuje na to Národní kontaktní centrum – gender a věda Akademie věd ","20","80","2023-03-24T18:41:57.000Z"
"1639335560618844160","Madla","Programu, který má umět rozpoznat, jestli text psal člověk, nebo AI, někdo předložil Genesis. Program jednoznačně přisoudil autorství umělé inteligenci. Lze z toho vyvodit, že ten program stojí za starou bačkoru. Anebo…ta možnost je poněkud zneklidňující. ","75","25","2023-03-24T18:37:09.000Z"
"1639335095923245057","Maika","@michalpur @marek_rosa Doporučoval bych si přečíst o umělé inteligenci nějaké knihy. Nick Bostrom, Max Tegmark, Stuart Rusell, Hanz Moravec v kontextu Yuval Noah Harari. Pak zjistíte že nemá cenu poslouchat nějake podcasty. Pana Rosu bych tipnul minimálně na prečtení Nicka Bostroma a Maxe Tegmarka :)","20","80","2023-03-24T18:35:18.000Z"
"1639316029967941634","Česká Mysl","Bill Gates: V životě jsem viděl dvě zásadní technologie. Grafické rozhraní v roce 1980 a umělou inteligenci v roce 2022   „Vývoj umělé inteligence je stejně zásadní jako vznik mikroprocesoru, osobního počítače, internetu a mobilního telefonu ... “ ","20","80","2023-03-24T17:19:33.000Z"
"1639267460225417218","iROZHLAS.cz"," „Je to takové zrcadlo společnosti.“  Za rasismus nebo diskriminaci v umělé inteligenci mohou sami lidé, upozorňují experti z @Akademie_ved_CR. Ti totiž tvoří algoritmy, do kterých vkládají vlastní předsudky a stereotypní názory. ","20","80","2023-03-24T14:06:33.000Z"
"1639201606884311040","Martin Kopta","Kubův brácha potřeboval web, a tak Kuba řekl umělé inteligenci, aby doplnila neúplnou fotku, napsala obsah webu, vybrala barvy a ostylovala stránky. Výsledek je použitelný. :) ","20","80","2023-03-24T09:44:52.000Z"
"1639163176095981570","CzechCrunch","„Lidé už pro určitý typ obsahu nejsou potřební,“ říká startupista @PetrBrzek, který díky umělé inteligenci vyvinul i web, jenž vysvětlí zákony nebo automaticky píše sebevzdělávací obsah. Zároveň ale varuje před riziky. ","20","80","2023-03-24T07:12:10.000Z"
"1638957187866173445","CzechCrunch","Ještě používáte Photoshop? Nebo snad Illustrator? Možná už je čas skoncovat s opovrhováním Canvy a tento grafický nástroj zkusit, protože přinesl několik novinek, které díky umělé inteligenci dovedou skoro zázraky. ","20","80","2023-03-23T17:33:38.000Z"
"1638934913440178180","Jan Hrubant 🇨🇿 🇪🇺 🇺🇦","@CerminJan @MJureka @AndrejBabis - Já se Vás vyprovokovat nesnažím. - Tvrdím snad že mám zákoný nárok? Když se někoho zeptám kolikl je hoditn, také mu žádný zákon nepřikazuje, že mi to musí říct. - Google jako arguemnt jste použil vy. - O umělé inteligenci jsem nic nepsal.  Něco dalšího, na srdci, kromě šelestů?","0","0","2023-03-23T16:05:07.000Z"
"1638934101670412290","Jan Čermín","@HrubantJan @MJureka @AndrejBabis Mě nevyprovokujete, mám to v paži. Nikde není žádný zákon, že Vás musím něco učit… A argumentace Googlem je směšná, stejně jako psát o umělé inteligenci, jejíž zdrojem je Google.","50","50","2023-03-23T16:01:54.000Z"
"1638828960153993216","letemsvetemapplem.eu","Steve Jobs promlouvá díky umělé inteligenci ze záhrobí! Poslechněte si jej","20","80","2023-03-23T09:04:06.000Z"
"1638249750112661510","Forbes Česko","Odbornice na umělou inteligenci a členka letošního výběru Forbes #30pod30 Daria Hvížďalová se zamýšlí nad úspěchy i úskalími nedávno představeného jazykového modelu ChatGPT-4. Co nám říká o schopnostech umělé inteligence – i o nás samých?","20","80","2023-03-21T18:42:32.000Z"
"1638205410791374849","Daniel Nytra","Podívejte se na nový článek z mého zpravodaje: BOOST podnikání díky umělé inteligenci  Evoluce AI  prostřednictvím @LinkedIn","20","80","2023-03-21T15:46:20.000Z"
"1638168679153033216","{}","Dnes bychom mohli položit umělé inteligenci otázku: jaký byl nejhorší prezident v dějinách Spojených států amerických a z čeho se vlastně zbláznil?","0","0","2023-03-21T13:20:23.000Z"
"1638127853857304577","Česká Mysl","Vyléčí umělá inteligence rakovinu? Google se svojí AI vstupuje na pole medicíny   O umělé inteligenci se často píše v kontextu dvou extrémů, ať už jako o něčem, co posune lidstvo o kus dále, nebo jako o potenciální hrozbě. ","20","80","2023-03-21T10:38:09.000Z"
"1637886908477874187","Pavel Života","@R_Bartonicek @Aktualnecz Lži nelze ničím odstranit,podléháme jim bez rozdílu inteligence a vzdělání již tisíce let,nyní díky digitálním technologiím a rádoby umělé inteligenci jsme na tom rychleji hůře.","100","0","2023-03-20T18:40:44.000Z"
"1637854366580236303","Julius Löwenbein","Tak jsem si nainstaloval Tiktok, abych zjistil co Nukib vadi. V zasade to, ze nejde cenzurovat. Nemuzete zadat umele inteligenci klicova slova. Spousta videi a neexistuje zpusob jak by statni moc mohla kontrolovat kdo tam co da. Tedy i pravdu o Ukrajine.","50","50","2023-03-20T16:31:25.000Z"
"1637851173590818821","Petr Schönfeld","Tuhle jsem vyslechl debatu o umělé inteligenci. Odborník pravil že podle něj nebude AI zneužita k vojenským účelům. Na tyhle naivní idealisty dojedeme...","75","25","2023-03-20T16:18:44.000Z"
"1637736126961131520","Česká Mysl","Singer: V klíčové oblasti válcuje Evropskou unii i malý Izrael. Co teprve USA    Mimořádně zajímavý souhrn informací o AI obecně, nabízí Zpráva Stanfordské univerzity o umělé inteligenci z roku 2022. ","20","80","2023-03-20T08:41:34.000Z"
"1637489150885494784","Česká Mysl","Filozofka: Umělá inteligence ukazuje, jak jednoduché věci na nás fungují   Na umělé inteligenci nás děsí její strojovost, ároveň ale odhaluje, jak jednoduché mechanismy ovlivňují nás samotné,popisuje filozofka a expertka na umělou inteligenci Dita Malečková ","20","80","2023-03-19T16:20:11.000Z"
"1637488462919000064","Libor Podhola 🇪🇺","Trochu jsem si hrál a položil umělé inteligenci záludnou otázku","0","0","2023-03-19T16:17:27.000Z"
"1637426574671609857","Miroslav Singer","  Zase jsem si dovolil. O umělé inteligenci jako odvětví. Jestlipak víte, že v investicích soukromého sektoru na hlavu do AI je EU na nepeknem desátém místě i za Arabskými Emiráty?","100","0","2023-03-19T12:11:31.000Z"
"1637423693063225346","Newsroom ČT24","Jakže se to říká? Editoři sociálních sítí nebudou mít co žrát?  V dnešním Newsroomu se budeme věnovat umělé inteligenci. Co všechno už umí a nahradí novináře? Začínáme po desáté večer na ČT24.","50","50","2023-03-19T12:00:04.000Z"
"1637165258925064196","Petr Rössler jr.","Video od @LenertovaL s výbornými postřehy ohledně parametrů zadávaných pro efektivní komunikaci v GPT-3.5/4, které si zasloužilo laik i odběr.  GPT-4: Obrovský pokrok v umělé inteligenci | První pohled na nový Chat...  prostřednictvím @YouTube","20","80","2023-03-18T18:53:09.000Z"
"1636655075882934274","Epoch Times","Microsoft v rámci hromadného propouštění rozpustil tým pro etiku v umělé inteligenci, avšak do vývoje tohoto nového trendu investuje a dále hodlá investovat miliardy dolarů.  #umelainteligence","20","80","2023-03-17T09:05:52.000Z"
"1636638746475888641","Titter🍀","Fandím umělé inteligenci podařilo se jí prolomit CAPTCHa test. Přinejmenším by mohla brzy nahradit dezoláty.","20","80","2023-03-17T08:00:59.000Z"
"1636630086819409920","Hotel na Žižkově","@NewsroomCT24 ""... například kvízy o umělé inteligenci..."" Nejlepší je, jak si i ta AI kope malou domů.","20","80","2023-03-17T07:26:34.000Z"
"1636498863304462338","Petr Nutil","Test umělé inteligence! Zítra je výročí události z roku 1945, kdy prezident Beneše v Moskvě potvrdil, že se vzdává Podkarpatské Rusi a podepsal komunisticky diktát o vládě komunistů v ČSR. Požádal jsem umělou inteligenci o vygenerování dobového facebookového statusu.","40","60","2023-03-16T22:45:08.000Z"
"1636434341310939144","CzechCrunch","S animovanou sponkou Clippy se Microsoft už dávno rozloučil, teď ovšem přivádí nového, podstatně chytřejšího asistenta. Je založen na pokročilé umělé inteligenci a lidem má pomáhat s prací ve Wordu, Excelu, PowerPointu i Outlooku. ","20","80","2023-03-16T18:28:45.000Z"
"1636309733064802305","Tomáš Budník","Svěřili byste roli CEO ve své společnosti umělé inteligenci?","50","50","2023-03-16T10:13:36.000Z"
"1636270172309692416","Český Mac ","Siri čeká zajímavá budoucnost. Apple pracuje na vlastní verzi umělé inteligenci podobné ChatGPT #apple","20","80","2023-03-16T07:36:24.000Z"
"1636117113822691338","MatkaPředstavená (satirickoHumorněLegračníCvrliky)","ct24: Když senior uslyší v telefonu hlas svého vnuka, který ho zoufale prosí o pomoc, asi jen málokterý mu ji odmítne. Problém je, pokud tento hlas nepatří příbuznému – ale umělé inteligenci, která se za vnouče jen vydává. ","20","80","2023-03-15T21:28:12.000Z"
"1636098278805651459","ČT24","Když senior uslyší v telefonu hlas svého vnuka, který ho zoufale prosí o pomoc, asi jen málokterý mu ji odmítne. Problém je, pokud tento hlas nepatří příbuznému – ale umělé inteligenci, která se za vnouče jen vydává. ","20","80","2023-03-15T20:13:21.000Z"
